pid,author_id,author_name,position,affiliation
oa:W2154853703,,A. Kotsopoulos,2,
oa:W2154853703,,J.L. Duarte,3,
oa:W2154853703,,M.A.M. Hendrix,4,
oa:W1992062615,,P. Bastard,1,
oa:W1992062615,,Ph. Bertrand,2,
oa:W1992062615,,Michel Meunier,3,
oa:W4312784228,,Zi-Yi Dou,1,
oa:W4312784228,,Yichong Xu,2,
oa:W4312784228,,Zhe Gan,3,
oa:W4312784228,,Jianfeng Wang,4,
oa:W4312784228,,Shuohang Wang,5,
oa:W4312784228,,Lijuan Wang,6,
oa:W4312784228,,Chenguang Zhu,7,
oa:W4312784228,,Pengchuan Zhang,8,
oa:W4312784228,,Lu Yuan,9,
oa:W4312784228,,Nanyun Peng,10,
oa:W4312784228,,Zicheng Liu,11,
oa:W4312784228,,Michael Zeng,12,
oa:W2018232674,,R. Bott,1,
oa:W2018232674,,R. J. Duffin,2,
oa:W2591444556,,Chao Fei,1,
oa:W2591444556,,Fred C. Lee,2,
oa:W2591444556,,Qiang Li,3,
oa:W3194293177,,Junyong You,1,
oa:W3194293177,,Jari Korhonen,2,
oa:W2962785754,,Xingxing Zhang,1,
oa:W2962785754,,Furu Wei,2,
oa:W2962785754,,Ming Zhou,3,
oa:W3136958399,,Ziyu Wan,1,
oa:W3136958399,,Jingbo Zhang,2,
oa:W3136958399,,Dongdong Chen,3,
oa:W3136958399,,Jing Liao,4,
oa:W2154027848,,Yanqing Du,1,
oa:W2154027848,,Markus Zahn,2,
oa:W2154027848,,Bernard C. Lesieutre,3,
oa:W2154027848,,Alexander Mamishev,4,
oa:W2154027848,,S.R. Lindgren,5,
oa:W4285124290,,Xiaofei Yang,1,
oa:W4285124290,,Weijia Cao,2,
oa:W4285124290,,Yao Lu,3,
oa:W4285124290,,Yicong Zhou,4,
oa:W4296339430,,Shaohui Mei,1,
oa:W4296339430,,Chao Song,2,
oa:W4296339430,,Mingyang Ma,3,
oa:W4296339430,,Fulin Xu,4,
oa:W1990399236,,I. Fernández,1,
oa:W1990399236,,A. Ortiz,2,
oa:W1990399236,,F. Delgado,3,
oa:W1990399236,,Carlos Javier Renedo Estébanez,4,
oa:W1990399236,,Severiano Pérez,5,
oa:W1544909964,,G.D. McPherson,1,
oa:W3203700770,,Fan Yang,1,
oa:W3203700770,,Qiang Zhai,2,
oa:W3203700770,,Xin Li,3,
oa:W3203700770,,Rui Huang,4,
oa:W3203700770,,Ao Luo,5,
oa:W3203700770,,Hong Cheng,6,
oa:W3203700770,,Deng-Ping Fan,7,
oa:W4313029666,,Yingying Deng,1,
oa:W4313029666,,Fan Tang,2,
oa:W4313029666,,Weiming Dong,3,
oa:W4313029666,,Chongyang Ma,4,
oa:W4313029666,,Xingjia Pan,5,
oa:W4313029666,,Lei Wang,6,
oa:W4313029666,,Changsheng Xu,7,
oa:W4312849330,,Hongxu Yin,1,
oa:W4312849330,,Arash Vahdat,2,
oa:W4312849330,,José M. Alvarez,3,
oa:W4312849330,,Arun Mallya,4,
oa:W4312849330,,Jan Kautz,5,
oa:W4312849330,,Pavlo Molchanov,6,
oa:W4312249545,,Wenhao Li,1,
oa:W4312249545,,Hong Liu,2,
oa:W4312249545,,Hao Tang,3,
oa:W4312249545,,Pichao Wang,4,
oa:W4312249545,,Luc Van Gool,5,
oa:W4387778010,,Reza Azad,1,
oa:W4387778010,,Amirhossein Kazerouni,2,
oa:W4387778010,,Moein Heidari,3,
oa:W4387778010,,Ehsan Khodapanah Aghdam,4,
oa:W4387778010,,Amirali Molaei,5,
oa:W4387778010,,Yiwei Jia,6,
oa:W4387778010,,Abin Jose,7,
oa:W4387778010,,Rijo Roy,8,
oa:W4387778010,,Dorit Merhof,9,
oa:W4312785900,,Wenqiang Zhang,1,
oa:W4312785900,,Zilong Huang,2,
oa:W4312785900,,Guozhong Luo,3,
oa:W4312785900,,Tao Chen,4,
oa:W4312785900,,Xinggang Wang,5,
oa:W4312785900,,Wenyu Liu,6,
oa:W4312785900,,Gang Yu,7,
oa:W4312785900,,Chunhua Shen,8,
oa:W2981857663,,Yongqiang Wang,1,
oa:W2981857663,,Abdelrahman Mohamed,2,
oa:W2981857663,,Dieu Ngan Le,3,
oa:W2981857663,,Chunxi Liu,4,
oa:W2981857663,,Alex Xiao,5,
oa:W2981857663,,Jay Mahadeokar,6,
oa:W2981857663,,Hongzhao Huang,7,
oa:W2981857663,,Andros Tjandra,8,
oa:W2981857663,,Xiaohui Zhang,9,
oa:W2981857663,,Frank Zhang,10,
oa:W2981857663,,Christian Fuegen,11,
oa:W2981857663,,Geoffrey Zweig,12,
oa:W2981857663,,Michael L. Seltzer,13,
oa:W2962712961,,Jiacheng Zhang,1,
oa:W2962712961,,Huanbo Luan,2,
oa:W2962712961,,Maosong Sun,3,
oa:W2962712961,,Feifei Zhai,4,
oa:W2962712961,,Jingfang Xu,5,
oa:W2962712961,,M. Zhang,6,
oa:W2962712961,,Yang Liu,7,
oa:W2127761407,,Qi Su,1,
oa:W2127761407,,Chunqiao Mi,2,
oa:W2127761407,,Loi Lei Lai,3,
oa:W2127761407,,Peter Miller Austin,4,
oa:W3184127157,,Zekai Chen,1,
oa:W3184127157,,Dingshuo Chen,2,
oa:W3184127157,,Xiao Zhang,3,
oa:W3184127157,,Zixuan Yuan,4,
oa:W3184127157,,Xiuzhen Cheng,5,
oa:W4385258623,,Sabeen Ahmed,1,
oa:W4385258623,,Ian E. Nielsen,2,
oa:W4385258623,,Aakash Tripathi,3,
oa:W4385258623,,Shamoon Ahmad Siddiqui,4,
oa:W4385258623,,Ravi P. Ramachandran,5,
oa:W4385258623,,Ghulam Rasool,6,
oa:W3034749137,,Ling Cai,1,
oa:W3034749137,,Krzysztof Janowicz,2,
oa:W3034749137,,Gengchen Mai,3,
oa:W3034749137,,Bo Yan,4,
oa:W3034749137,,Rui Zhu,5,
oa:W2975381464,,Angela Fan,1,
oa:W2975381464,,Édouard Grave,2,
oa:W2975381464,,Armand Joulin,3,
oa:W3113067059,,Chiara Plizzari,1,
oa:W3113067059,,Marco Cannici,2,
oa:W3113067059,,Matteo Matteucci,3,
oa:W3186471925,,Vibashan VS,1,
oa:W3186471925,,Jeya Maria Jose Valanarasu,2,
oa:W3186471925,,Poojan Oza,3,
oa:W3186471925,,Vishal M. Patel,4,
oa:W3154596443,,Hassan Akbari,1,
oa:W3154596443,,Liangzhe Yuan,2,
oa:W3154596443,,Rui Qian,3,
oa:W3154596443,,Wei-Hong Chuang,4,
oa:W3154596443,,Shih‐Fu Chang,5,
oa:W3154596443,,Yin Cui,6,
oa:W3154596443,,Boqing Gong,7,
oa:W2116685611,,J.H. Brunke,1,
oa:W2116685611,,K. Fröhlich,2,
oa:W3119866685,,William Fedus,1,
oa:W3119866685,,Barret Zoph,2,
oa:W3119866685,,Noam Shazeer,3,
oa:W2982223350,,Andy T. Liu,1,
oa:W2982223350,,Shu-Wen Yang,2,
oa:W2982223350,,Po-Han Chi,3,
oa:W2982223350,,Po‐Chun Hsu,4,
oa:W2982223350,,Hung-yi Lee,5,
oa:W3002709689,,Neo Wu,1,
oa:W3002709689,,Bradley Green,2,
oa:W3002709689,,Xue Ben,3,
oa:W3002709689,,Shawn O’Banion,4,
oa:W2983180560,,Hang Yan,1,
oa:W2983180560,,Bocao Deng,2,
oa:W2983180560,,Xiaonan Li,3,
oa:W2983180560,,Xipeng Qiu,4,
oa:W1981870753,,Tova Milo,1,
oa:W1981870753,,Dan Suciu,2,
oa:W1981870753,,Victor Vianu,3,
oa:W2051489666,,T.-H. Chen,1,
oa:W2051489666,,M.-S. Chen,2,
oa:W2051489666,,Tomoyasu Inoue,3,
oa:W2051489666,,P. Kotas,4,
oa:W2051489666,,E.A. Chebli,5,
oa:W3176153963,,Jianwei Yang,1,
oa:W3176153963,,Chunyuan Li,2,
oa:W3176153963,,Pengchuan Zhang,3,
oa:W3176153963,,Xiyang Dai,4,
oa:W3176153963,,Bin Xiao,5,
oa:W3176153963,,Lu Yuan,6,
oa:W3176153963,,Jianfeng Gao,7,
oa:W2172181625,,Jianjiang Shi,1,
oa:W2172181625,,Wei Gou,2,
oa:W2172181625,,Hao Yuan,3,
oa:W2172181625,,Tiefu Zhao,4,
oa:W2172181625,,Alex Q. Huang,5,
oa:W4200049650,,Yifei Ding,1,
oa:W4200049650,,Minping Jia,2,
oa:W4200049650,,Qiuhua Miao,3,
oa:W4200049650,,Yudong Cao,4,
oa:W4313555022,,Wei Tang,1,
oa:W4313555022,,Fazhi He,2,
oa:W4313555022,,Yü Liu,3,
oa:W4313555022,,Yansong Duan,4,
oa:W4313555022,,Tongzhen Si,5,
oa:W2140785014,,Sacha Markalous,1,
oa:W2140785014,,Stefan Tenbohlen,2,
oa:W2140785014,,K. Feser,3,
oa:W4380763457,,Swalpa Kumar Roy,1,
oa:W4380763457,,Ankur Deria,2,
oa:W4380763457,,Danfeng Hong,3,
oa:W4380763457,,Behnood Rasti,4,
oa:W4380763457,,Antonio Plaza,5,
oa:W4380763457,,Jocelyn Chanussot,6,
oa:W2087417315,,Miguel A. Muriel,1,
oa:W2087417315,,José Azaña,2,
oa:W2087417315,,Alejandro Carballar,3,
oa:W3211394146,,Chengxuan Ying,1,
oa:W3211394146,,Tianle Cai,2,
oa:W3211394146,,Shengjie Luo,3,
oa:W3211394146,,Shuxin Zheng,4,
oa:W3211394146,,Guolin Ke,5,
oa:W3211394146,,Di He,6,
oa:W3211394146,,Yanming Shen,7,
oa:W3211394146,,Tie‐Yan Liu,8,
oa:W2965570621,,Junyuan Shang,1,
oa:W2965570621,,Tengfei Ma,2,
oa:W2965570621,,Cao Xiao,3,
oa:W2965570621,,Jimeng Sun,4,
oa:W2051542965,,Ali Naderian Jahromi,1,
oa:W2051542965,,R. Piercy,2,
oa:W2051542965,,Stephen Cress,3,
oa:W2051542965,,J.R.R. Service,4,
oa:W2051542965,,Fan Wang,5,
oa:W2912351236,,Alessandro Raganato,1,
oa:W2912351236,,Jörg Tiedemann,2,
oa:W2970431814,,Peixiang Zhong,1,
oa:W2970431814,,Di Wang,2,
oa:W2970431814,,Chunyan Miao,3,
oa:W3000386982,,Mingxing Xu,1,
oa:W3000386982,,Wenrui Dai,2,
oa:W3000386982,,Chunmiao Liu,3,
oa:W3000386982,,Xing Gao,4,
oa:W3000386982,,Weiyao Lin,5,
oa:W3000386982,,Guo-Jun Qi,6,
oa:W3000386982,,Hongkai Xiong,7,
oa:W3043424630,,Kostadin Mishev,1,
oa:W3043424630,,Ana Gjorgjevikj,2,
oa:W3043424630,,Irena Vodenska,3,
oa:W3043424630,,Lou Chitkushev,4,
oa:W3043424630,,Dimitar Trajanov,5,
oa:W1534222693,,Robert M. Del Vecchio,1,
oa:W1534222693,,Bertrand Poulin,2,
oa:W1534222693,,Pierre T. Feghali,3,
oa:W1534222693,,Dilipkumar M. Shah,4,
oa:W1534222693,,Rajendra Ahuja,5,
oa:W4282005462,,Shoufa Chen,1,
oa:W4282005462,,Chongjian Ge,2,
oa:W4282005462,,Tong Zhan,3,
oa:W4282005462,,Jiangliu Wang,4,
oa:W4282005462,,Yibing Song,5,
oa:W4282005462,,Jue Wang,6,
oa:W4282005462,,Ping Luo,7,
oa:W2346313263,,Stefan Tenbohlen,1,
oa:W2346313263,,Sebastian Coenen,2,
oa:W2346313263,,Mohammad Djamali,3,
oa:W2346313263,,Andréas Müller,4,
oa:W2346313263,,Mohammad Hamed Samimi,5,
oa:W2346313263,,Martin Siegel,6,
oa:W3215632849,,Jeya Maria Jose Valanarasu,1,
oa:W3215632849,,Rajeev Yasarla,2,
oa:W3215632849,,Vishal M. Patel,3,
oa:W2118329299,,Yuxin Zhang,1,
oa:W2118329299,,Xuewen Ding,2,
oa:W2118329299,,Yike Liu,3,
oa:W2118329299,,P.J. Griffin,4,
oa:W4386075611,,Jinming Liu,1,
oa:W4386075611,,Heming Sun,2,
oa:W4386075611,,Jiro Katto,3,
oa:W1965884662,,Dražen Dujić,1,
oa:W1965884662,,Chuanhong Zhao,2,
oa:W1965884662,,Akos Mester,3,
oa:W1965884662,,Juergen K. Steinke,4,
oa:W1965884662,,Michael Weiß,5,
oa:W1965884662,,Silvia Lewdeni-Schmid,6,
oa:W1965884662,,Toufann Chaudhuri,7,
oa:W1965884662,,Philippe Stefanutti,8,
oa:W2408283333,,Pavlos S. Georgilakis,1,
oa:W4306884390,,Yong Liu,1,
oa:W4306884390,,Haixu Wu,2,
oa:W4306884390,,Jianmin Wang,3,
oa:W4306884390,,Mingsheng Long,4,
oa:W4324144441,,Omid Nejati Manzari,1,
oa:W4324144441,,Hamid Ahmadabadi,2,
oa:W4324144441,,Hossein Kashiani,3,
oa:W4324144441,,Shahriar B. Shokouhi,4,
oa:W4324144441,,Ahmad Ayatollahi,5,
oa:W2057175642,,Síxifo Falcones,1,
oa:W2057175642,,Raja Ayyanar,2,
oa:W2057175642,,Xiaolin Mao,3,
oa:W2041804496,,Ziwei Ouyang,1,
oa:W2041804496,,Ole C. Thomsen,2,
oa:W2041804496,,Michael A. E. Andersen,3,
oa:W2120229538,,Tapan Kumar Saha,1,
oa:W2120229538,,P. Purkait,2,
oa:W3155806510,,Jianlin Su,1,
oa:W3155806510,,Yu Lu,2,
oa:W3155806510,,Shengfeng Pan,3,
oa:W3155806510,,Bo Wen,4,
oa:W3155806510,,Yunfeng Liu,5,
oa:W3120680448,,Zheng Lian,1,
oa:W3120680448,,Bin Liu,2,
oa:W3120680448,,Jianhua Tao,3,
oa:W3035740499,,Hao Tang,1,
oa:W3035740499,,Donghong Ji,2,
oa:W3035740499,,Chenliang Li,3,
oa:W3035740499,,Qiji Zhou,4,
oa:W3209793239,,Pankaj Kumar Mishra,1,
oa:W3209793239,,Riccardo Verk,2,
oa:W3209793239,,Daniele Fornasier,3,
oa:W3209793239,,Claudio Piciarelli,4,
oa:W3209793239,,Gian Luca Foresti,5,
oa:W1538580185,,K. Karsai,1,
oa:W1538580185,,D. Kerényi,2,
oa:W1538580185,,László Kiss,3,
oa:W3168825659,,Hezheng Lin,1,
oa:W3168825659,,Cheng Xing,2,
oa:W3168825659,,Xiangyu Wu,3,
oa:W3168825659,,Dong Shen,4,
oa:W2137270140,,C. Bartoletti,1,
oa:W2137270140,,M. Desiderio,2,
oa:W2137270140,,D. Di Carlo,3,
oa:W2137270140,,Giuseppe Fazio,4,
oa:W2137270140,,Francesco Muzi,5,
oa:W2137270140,,G. Sacerdoti,6,
oa:W2137270140,,F. Salvatori,7,
oa:W4312689495,,Xingyi Zhou,1,
oa:W4312689495,,Tianwei Yin,2,
oa:W4312689495,,Vladlen Koltun,3,
oa:W4312689495,,Philipp Krähenbühl,4,
oa:W2030937307,,Xu She,1,
oa:W2030937307,,Alex Q. Huang,2,
oa:W2030937307,,Srdjan Lukic,3,
oa:W2030937307,,Mesut Baran,4,
oa:W1999265573,,Russell T. Boggs,1,
oa:W1999265573,,Paul Gregor,2,
oa:W1999265573,,Suhair Idriss,3,
oa:W1999265573,,John M. Belote,4,
oa:W1999265573,,Mick McKeown,5,
oa:W2114974675,,J.A. Martínez,1,
oa:W2114974675,,Bruce A. Mork,2,
oa:W3194280054,,S. Alireza Golestaneh,1,
oa:W3194280054,,Saba Dadsetan,2,
oa:W3194280054,,Kris Kitani,3,
oa:W3176828726,,Elad Ben Zaken,1,
oa:W3176828726,,Yoav Goldberg,2,
oa:W3176828726,,Shauli Ravfogel,3,
oa:W3176664887,,Srikar Appalaraju,1,
oa:W3176664887,,Bhavan Jasani,2,
oa:W3176664887,,Bhargava Urala Kota,3,
oa:W3176664887,,Yusheng Xie,4,
oa:W3176664887,,R. Manmatha,5,
oa:W4312509967,,Lian Xu,1,
oa:W4312509967,,Wanli Ouyang,2,
oa:W4312509967,,Mohammed Bennamoun,3,
oa:W4312509967,,Farid Boussaïd,4,
oa:W4312509967,,Dan Xu,5,
oa:W3161120562,,Sayak Paul,1,
oa:W3161120562,,Pin‐Yu Chen,2,
oa:W3030978062,,Pavel Karpov,1,
oa:W3030978062,,Guillaume Godin,2,
oa:W3030978062,,Igor V. Tetko,3,
oa:W4319069095,,Swalpa Kumar Roy,1,
oa:W4319069095,,Ankur Deria,2,
oa:W4319069095,,Chiranjibi Shah,3,
oa:W4319069095,,Juan M. Haut,4,
oa:W4319069095,,Qian Du,5,
oa:W4319069095,,Antonio Plaza,6,
oa:W4280496682,,Zhe Chen,1,
oa:W4280496682,,Yuchen Duan,2,
oa:W4280496682,,Wenhai Wang,3,
oa:W4280496682,,Junjun He,4,
oa:W4280496682,,Tong Lu,5,
oa:W4280496682,,Jifeng Dai,6,
oa:W4280496682,,Yu Qiao,7,
oa:W2012608140,,Chin E. Lin,1,
oa:W2012608140,,Jeeng-Min Ling,2,
oa:W2012608140,,Chih‐Ling Huang,3,
oa:W4281706128,,Ladislav Rampášek,1,
oa:W4281706128,,Mikhail Galkin,2,
oa:W4281706128,,Vijay Prakash Dwivedi,3,
oa:W4281706128,,Anh Tuan Luu,4,
oa:W4281706128,,Guy Wolf,5,
oa:W4281706128,,Dominique Beaini,6,
oa:W2133069359,,Stefan Tenbohlen,1,
oa:W2133069359,,Maik Koch,2,
oa:W4213025374,,Daoquan Chen,1,
oa:W4213025374,,Weicong Hong,2,
oa:W4213025374,,Xiuze Zhou,3,
oa:W2943845043,,Kazuki Irie,1,
oa:W2943845043,,Albert Zeyer,2,
oa:W2943845043,,Ralf Schlüter,3,
oa:W2943845043,,Hermann Ney,4,
oa:W2134932799,,Haiyan Lu,1,
oa:W2134932799,,Jianguo Zhu,2,
oa:W2134932799,,S.Y.R. Hui,3,
oa:W3154326567,,Junke Wang,1,
oa:W3154326567,,Zuxuan Wu,2,
oa:W3154326567,,Wenhao Ouyang,3,
oa:W3154326567,,Xintong Han,4,
oa:W3154326567,,Jingjing Chen,5,
oa:W3154326567,,Yu‐Gang Jiang,6,
oa:W3154326567,,Ser-Nam Li,7,
oa:W4312233877,,Geewook Kim,1,
oa:W4312233877,,Teakgyu Hong,2,
oa:W4312233877,,Moonbin Yim,3,
oa:W4312233877,,Jeongyeon Nam,4,
oa:W4312233877,,Jinyoung Park,5,
oa:W4312233877,,Jinyeong Yim,6,
oa:W4312233877,,Wonseok Hwang,7,
oa:W4312233877,,Sangdoo Yun,8,
oa:W4312233877,,Dongyoon Han,9,
oa:W4312233877,,Seunghyun Park,10,
oa:W3203518786,,Wei Jiang,1,
oa:W3203518786,,Eduard Trulls,2,
oa:W3203518786,,Jan Hosang,3,
oa:W3203518786,,Andrea Tagliasacchi,4,
oa:W3203518786,,Kwang Moo Yi,5,
oa:W1998572623,,Xiaohu Liu,1,
oa:W1998572623,,Andreas Aichhorn,2,
oa:W1998572623,,Liming Liu,3,
oa:W1998572623,,Hui Li,4,
oa:W1995362929,,Tova Milo,1,
oa:W1995362929,,Dan Suciu,2,
oa:W1995362929,,Victor Vianu,3,
oa:W2002097778,,Michael Smyth,1,
oa:W3206996142,,Yuan Gong,1,
oa:W3206996142,,Cheng-I Lai,2,
oa:W3206996142,,Yu-An Chung,3,
oa:W3206996142,,James Glass,4,
oa:W2724730420,,Christina AJ,1,
oa:W2724730420,,Md. Abdus Salam,2,
oa:W2724730420,,Q.M. Rahman,3,
oa:W2724730420,,Fushuan Wen,4,
oa:W2724730420,,Swee Peng Ang,5,
oa:W2724730420,,William Voon,6,
oa:W4319663728,,Jiayu Jiao,1,
oa:W4319663728,,Yu-Ming Tang,2,
oa:W4319663728,,Kun-Yu Lin,3,
oa:W4319663728,,Yipeng Gao,4,
oa:W4319663728,,J. Andy,5,
oa:W4319663728,,Yaowei Wang,6,
oa:W4319663728,,Wei‐Shi Zheng,7,
oa:W2078980147,,Huo‐Ching Sun,1,
oa:W2078980147,,Yann-Chang Huang,2,
oa:W2078980147,,Chao‐Ming Huang,3,
oa:W4386179772,,Jiaming Zhang,1,
oa:W4386179772,,Huayao Liu,2,
oa:W4386179772,,Kailun Yang,3,
oa:W4386179772,,Xinxin Hu,4,
oa:W4386179772,,Ruiping Liu,5,
oa:W4386179772,,Rainer Stiefelhagen,6,
oa:W4309047390,,Feng Guo,1,
oa:W4309047390,,Yu Qian,2,
oa:W4309047390,,Jian Liu,3,
oa:W4309047390,,Huayang Yu,4,
oa:W4225264236,,Dingkang Liang,1,
oa:W4225264236,,Xiwu Chen,2,
oa:W4225264236,,Wei Xu,3,
oa:W4225264236,,Yu Zhou,4,
oa:W4225264236,,Xiang Bai,5,
oa:W3137561054,,Ali Hatamizadeh,1,
oa:W3137561054,,Dong Yang,2,
oa:W3137561054,,Holger R. Roth,3,
oa:W3137561054,,Daguang Xu,4,
oa:W3041561163,,Andy T. Liu,1,
oa:W3041561163,,Shang-Wen Li,2,
oa:W3041561163,,Hung-yi Lee,3,
oa:W2143889206,,Eleftherios I. Amoiralis,1,
oa:W2143889206,,Marina A. Tsili,2,
oa:W2143889206,,Antonios G. Kladas,3,
oa:W4200631575,,Zhao Yang,1,
oa:W4200631575,,Jiaqi Wang,2,
oa:W4200631575,,Yansong Tang,3,
oa:W4200631575,,Kai Chen,4,
oa:W4200631575,,Hengshuang Zhao,5,
oa:W4200631575,,Philip Torr,6,
oa:W2971167892,,Jiatao Gu,1,
oa:W2971167892,,Changhan Wang,2,
oa:W2971167892,,Junbo Zhao,3,
oa:W2492146295,,Bjørn Gustavsen,1,
oa:W4319299930,,Dasom Ahn,1,
oa:W4319299930,,Sangwon Kim,2,
oa:W4319299930,,Hyunsu Hong,3,
oa:W4319299930,,Byoung Chul Ko,4,
oa:W1998964224,,I K Harvey,1,
oa:W3103682594,,Yi Tay,1,
oa:W3103682594,,Mostafa Dehghani,2,
oa:W3103682594,,Samira Abnar,3,
oa:W3103682594,,Yikang Shen,4,
oa:W3103682594,,Dara Bahri,5,
oa:W3103682594,,Philip Pham,6,
oa:W3103682594,,Jinfeng Rao,7,
oa:W3103682594,,Liu Yang,8,
oa:W3103682594,,Sebastian Ruder,9,
oa:W3103682594,,Donald Metzler,10,
oa:W2089322977,,Teemu Niemi,1,
oa:W2089322977,,Antti Karilainen,2,
oa:W2089322977,,Sergei Tretyakov,3,
oa:W2059471323,,Yuefan Du,1,
oa:W2059471323,,Yuzhen Lv,2,
oa:W2059471323,,Chengrong Li,3,
oa:W2059471323,,Mutian Chen,4,
oa:W2059471323,,Yuxiang Zhong,5,
oa:W2059471323,,Jianquan Zhou,6,
oa:W2059471323,,Xiaoxin Li,7,
oa:W2059471323,,You Zhou,8,
oa:W4286361941,,Wei Tang,1,
oa:W4286361941,,Fazhi He,2,
oa:W4286361941,,Yü Liu,3,
oa:W3173459793,,Xiaolong Liu,1,
oa:W3173459793,,Qimeng Wang,2,
oa:W3173459793,,Yao Hu,3,
oa:W3173459793,,Xu Tang,4,
oa:W3173459793,,Shiwei Zhang,5,
oa:W3173459793,,Song Bai,6,
oa:W3173459793,,Xiang Bai,7,
oa:W4237539989,,P. R. Price,1,
oa:W4226159083,,Ross Irwin,1,
oa:W4226159083,,Spyridon Dimitriadis,2,
oa:W4226159083,,Jiazhen He,3,
oa:W4226159083,,Esben Jannik Bjerrum,4,
oa:W4285402398,,Chaojie Wang,1,
oa:W4285402398,,Yuanyuan Chen,2,
oa:W4285402398,,Shuqi Zhang,3,
oa:W4285402398,,Qiuhui Zhang,4,
oa:W3008191852,,Albert Zeyer,1,
oa:W3008191852,,Parnia Bahar,2,
oa:W3008191852,,Kazuki Irie,3,
oa:W3008191852,,Ralf Schlüter,4,
oa:W3008191852,,Hermann Ney,5,
oa:W4312443924,,Zhuang Liu,1,
oa:W4312443924,,Hanzi Mao,2,
oa:W4312443924,,Chao-Yuan Wu,3,
oa:W4312443924,,Christoph Feichtenhofer,4,
oa:W4312443924,,Trevor Darrell,5,
oa:W4312443924,,Saining Xie,6,
oa:W2991568321,,Rolandos Alexandros Potamias,1,
oa:W2991568321,,Georgios Siolas,2,
oa:W2991568321,,Andreas Stafylopatis,3,
oa:W2041777739,,K.C.S. Kwok,1,
oa:W2041777739,,Howard C. Luong,2,
oa:W3216270236,,Rui Wang,1,
oa:W3216270236,,Dongdong Chen,2,
oa:W3216270236,,Zuxuan Wu,3,
oa:W3216270236,,Yinpeng Chen,4,
oa:W3216270236,,Xiyang Dai,5,
oa:W3216270236,,Mengchen Liu,6,
oa:W3216270236,,Yu‐Gang Jiang,7,
oa:W3216270236,,Luowei Zhou,8,
oa:W3216270236,,Yuan Lü,9,
oa:W4382877880,,Bo Dong,1,
oa:W4382877880,,Wenhai Wang,2,
oa:W4382877880,,Deng-Ping Fan,3,
oa:W4382877880,,Jinpeng Li,4,
oa:W4382877880,,Huazhu Fu,5,
oa:W4382877880,,Ling Shao,6,
oa:W2069449419,,D.A. Tziouvaras,1,
oa:W2069449419,,P.G. McLaren,2,
oa:W2069449419,,G. Alexander,3,
oa:W2069449419,,D.C. Dawson,4,
oa:W2069449419,,J. Esztergalyos,5,
oa:W2069449419,,C.W. Fromen,6,
oa:W2069449419,,M.T. Glinkowski,7,
oa:W2069449419,,I. Hasenwinkle,8,
oa:W2069449419,,Mladen Kezunović,9,
oa:W2069449419,,L. Kojovic,10,
oa:W2069449419,,B. Kotheimer,11,
oa:W2069449419,,R. Kuffel,12,
oa:W2069449419,,J. Nordstrom,13,
oa:W2069449419,,S. Zocholl,14,
oa:W3021293129,,Yi Tay,1,
oa:W3021293129,,Dara Bahri,2,
oa:W3021293129,,Donald Metzler,3,
oa:W3021293129,,Da-Cheng Juan,4,
oa:W3021293129,,Zhe Zhao,5,
oa:W3021293129,,Che Zheng,6,
oa:W4226289601,,Libo Wang,1,
oa:W4226289601,,Shenghui Fang,2,
oa:W4226289601,,Xiaoliang Meng,3,
oa:W4226289601,,Rui Li,4,
oa:W4312731878,,Zikang Zhou,1,
oa:W4312731878,,Luyao Ye,2,
oa:W4312731878,,Jianping Wang,3,
oa:W4312731878,,Kui Wu,4,
oa:W4312731878,,Kejie Lu,5,
oa:W4312957757,,Xiaofeng Mao,1,
oa:W4312957757,,Gege Qi,2,
oa:W4312957757,,Yuefeng Chen,3,
oa:W4312957757,,Xiaodan Li,4,
oa:W4312957757,,Ranjie Duan,5,
oa:W4312957757,,Shaokai Ye,6,
oa:W4312957757,,Yuan He,7,
oa:W4312957757,,Hui Xue,8,
oa:W2076055903,,D. Boyle,1,
oa:W3039554467,,Usman Naseem,1,
oa:W3039554467,,Imran Razzak,2,
oa:W3039554467,,Katarzyna Musiał,3,
oa:W3039554467,,Muhammad Imran,4,
oa:W4226361741,,Qingyang Li,1,
oa:W4226361741,,Ruofei Zhong,2,
oa:W4226361741,,Xin Du,3,
oa:W4226361741,,Yu Du,4,
oa:W4288391270,,Wei Tang,1,
oa:W4288391270,,Fazhi He,2,
oa:W4288391270,,Yü Liu,3,
oa:W4288391270,,Yansong Duan,4,
oa:W3200870516,,Zhiyong Xu,1,
oa:W3200870516,,Weicun Zhang,2,
oa:W3200870516,,Tianxiang Zhang,3,
oa:W3200870516,,Zhifang Yang,4,
oa:W3200870516,,Jiangyun Li,5,
oa:W3005071803,,Liwei Wu,1,
oa:W3005071803,,Shuqing Li,2,
oa:W3005071803,,Cho‐Jui Hsieh,3,
oa:W3005071803,,James Sharpnack,4,
oa:W2086262575,,Hengsi Qin,1,
oa:W2086262575,,Jonathan W. Kimball,2,
oa:W3036644940,,Emre Aksan,1,
oa:W3036644940,,Manuel Kaufmann,2,
oa:W3036644940,,Peng Cao,3,
oa:W3036644940,,Otmar Hilliges,4,
oa:W2150194744,,Ichiro Aoki,1,
oa:W2150194744,,S. Kee,2,
oa:W2150194744,,D.B. Rutledge,3,
oa:W2150194744,,Ali Hajimiri,4,
oa:W2098702839,,Yaow-Ming Chen,1,
oa:W2098702839,,Yuan-Chuan Liu,2,
