pid,author_id,author_name,position,affiliation
oa:W3138516171,,Ze Liu,1,
oa:W3138516171,,Yutong Lin,2,
oa:W3138516171,,Yue Cao,3,
oa:W3138516171,,Han Hu,4,
oa:W3138516171,,Yixuan Wei,5,
oa:W3138516171,,Zheng Zhang,6,
oa:W3138516171,,Stephen Lin,7,
oa:W3138516171,,Baining Guo,8,
oa:W3094502228,,Alexey Dosovitskiy,1,
oa:W3094502228,,Lucas Beyer,2,
oa:W3094502228,,Alexander Kolesnikov,3,
oa:W3094502228,,Dirk Weissenborn,4,
oa:W3094502228,,Xiaohua Zhai,5,
oa:W3094502228,,Thomas Unterthiner,6,
oa:W3094502228,,Mostafa Dehghani,7,
oa:W3094502228,,Matthias Minderer,8,
oa:W3094502228,,Georg Heigold,9,
oa:W3094502228,,Sylvain Gelly,10,
oa:W3094502228,,Jakob Uszkoreit,11,
oa:W3094502228,,Neil Houlsby,12,
oa:W2979826702,,Thomas Wolf,1,
oa:W2979826702,,Lysandre Debut,2,
oa:W2979826702,,Victor Sanh,3,
oa:W2979826702,,Julien Chaumond,4,
oa:W2979826702,,Clément Delangue,5,
oa:W2979826702,,Anthony Moi,6,
oa:W2979826702,,Pierric Cistac,7,
oa:W2979826702,,Tim Rault,8,
oa:W2979826702,,Rémi Louf,9,
oa:W2979826702,,Morgan Funtowicz,10,
oa:W2979826702,,Joe Davison,11,
oa:W2979826702,,Sam Shleifer,12,
oa:W2979826702,,Patrick von Platen,13,
oa:W2979826702,,Clara Ma,14,
oa:W2979826702,,Yacine Jernite,15,
oa:W2979826702,,Julien Plu,16,
oa:W2979826702,,Canwen Xu,17,
oa:W2979826702,,Teven Le Scao,18,
oa:W2979826702,,Sylvain Gugger,19,
oa:W2979826702,,Mariama Drame,20,
oa:W2979826702,,Quentin Lhoest,21,
oa:W2979826702,,Alexander M. Rush,22,
oa:W4288089799,,Colin Raffel,1,
oa:W4288089799,,Noam Shazeer,2,
oa:W4288089799,,Adam Roberts,3,
oa:W4288089799,,Katherine Lee,4,
oa:W4288089799,,Sharan Narang,5,
oa:W4288089799,,Michael Matena,6,
oa:W4288089799,,Yanqi Zhou,7,
oa:W4288089799,,Wei Li,8,
oa:W4288089799,,Peter J. Liu,9,
oa:W3159481202,,Mathilde Caron,1,
oa:W3159481202,,Hugo Touvron,2,
oa:W3159481202,,Ishan Misra,3,
oa:W3159481202,,Hervé Jeǵou,4,
oa:W3159481202,,Julien Mairal,5,
oa:W3159481202,,Piotr Bojanowski,6,
oa:W3159481202,,Armand Joulin,7,
oa:W3207918547,,Jingyun Liang,1,
oa:W3207918547,,Jiezhang Cao,2,
oa:W3207918547,,Guolei Sun,3,
oa:W3207918547,,Kai Zhang,4,
oa:W3207918547,,Luc Van Gool,5,
oa:W3207918547,,Radu Timofte,6,
oa:W3177318507,,Haoyi Zhou,1,
oa:W3177318507,,Shanghang Zhang,2,
oa:W3177318507,,Jieqi Peng,3,
oa:W3177318507,,Shuai Zhang,4,
oa:W3177318507,,Jianxin Li,5,
oa:W3177318507,,Hui Xiong,6,
oa:W3177318507,,Wancai Zhang,7,
oa:W3131500599,,Wenhai Wang,1,
oa:W3131500599,,Enze Xie,2,
oa:W3131500599,,Xiang Li,3,
oa:W3131500599,,Deng-Ping Fan,4,
oa:W3131500599,,Kaitao Song,5,
oa:W3131500599,,Ding Liang,6,
oa:W3131500599,,Tong Lü,7,
oa:W3131500599,,Ping Luo,8,
oa:W3131500599,,Ling Shao,9,
oa:W3127751679,,Jieneng Chen,1,
oa:W3127751679,,Yongyi Lu,2,
oa:W3127751679,,Qihang Yu,3,
oa:W3127751679,,Xiangde Luo,4,
oa:W3127751679,,Ehsan Adeli,5,
oa:W3127751679,,Yan Wang,6,
oa:W3127751679,,Le Lü,7,
oa:W3127751679,,Alan Yuille,8,
oa:W3127751679,,Yuyin Zhou,9,
oa:W2980282514,,Thomas Wolf,1,
oa:W2980282514,,Lysandre Debut,2,
oa:W2980282514,,Victor Sanh,3,
oa:W2980282514,,Julien Chaumond,4,
oa:W2980282514,,Clément Delangue,5,
oa:W2980282514,,Anthony Moi,6,
oa:W2980282514,,Pierric Cistac,7,
oa:W2980282514,,Tim Rault,8,
oa:W2980282514,,Rémi Louf,9,
oa:W2980282514,,Morgan Funtowicz,10,
oa:W2980282514,,Jamie Brew,11,
oa:W3170841864,,Sixiao Zheng,1,
oa:W3170841864,,Jiachen Lu,2,
oa:W3170841864,,Hengshuang Zhao,3,
oa:W3170841864,,Xiatian Zhu,4,
oa:W3170841864,,Zekun Luo,5,
oa:W3170841864,,Yabiao Wang,6,
oa:W3170841864,,Yanwei Fu,7,
oa:W3170841864,,Jianfeng Feng,8,
oa:W3170841864,,Tao Xiang,9,
oa:W3170841864,,Philip H. S. Torr,10,
oa:W3170841864,,Li Zhang,11,
oa:W4214755140,,Hengshuang Zhao,1,
oa:W4214755140,,Li Jiang,2,
oa:W4214755140,,Jiaya Jia,3,
oa:W4214755140,,Philip H. S. Torr,4,
oa:W4214755140,,Vladlen Koltun,5,
oa:W4225672218,,Syed Waqas Zamir,1,
oa:W4225672218,,Aditya Arora,2,
oa:W4225672218,,Salman Khan,3,
oa:W4225672218,,Munawar Hayat,4,
oa:W4225672218,,Fahad Shahbaz Khan,5,
oa:W4225672218,,Ming–Hsuan Yang,6,
oa:W3015468748,,Iz Beltagy,1,
oa:W3015468748,,Matthew E. Peters,2,
oa:W3015468748,,Arman Cohan,3,
oa:W3097777922,,Anmol Gulati,1,
oa:W3097777922,,James Qin,2,
oa:W3097777922,,Chung‐Cheng Chiu,3,
oa:W3097777922,,Niki Parmar,4,
oa:W3097777922,,Yu Zhang,5,
oa:W3097777922,,Jiahui Yu,6,
oa:W3097777922,,Wei Han,7,
oa:W3097777922,,Shibo Wang,8,
oa:W3097777922,,Zhengdong Zhang,9,
oa:W3097777922,,Yonghui Wu,10,
oa:W3097777922,,Ruoming Pang,11,
oa:W3211490618,,Enze Xie,1,
oa:W3211490618,,Wenhai Wang,2,
oa:W3211490618,,Zhiding Yu,3,
oa:W3211490618,,Anima Anandkumar,4,
oa:W3211490618,,José M. Alvarez,5,
oa:W3211490618,,Ping Luo,6,
oa:W2964110616,,Zihang Dai,1,
oa:W2964110616,,Zhilin Yang,2,
oa:W2964110616,,Yiming Yang,3,
oa:W2964110616,,Jaime Carbonell,4,
oa:W2964110616,,Quoc V. Le,5,
oa:W2964110616,,Ruslan Salakhutdinov,6,
oa:W4312560592,,Ze Liu,1,
oa:W4312560592,,Ning Jia,2,
oa:W4312560592,,Yue Cao,3,
oa:W4312560592,,Yixuan Wei,4,
oa:W4312560592,,Zheng Zhang,5,
oa:W4312560592,,Stephen Lin,6,
oa:W4312560592,,Han Hu,7,
oa:W3133696297,,Kai Han,1,
oa:W3133696297,,An Xiao,2,
oa:W3133696297,,Enhua Wu,3,
oa:W3133696297,,Jianyuan Guo,4,
oa:W3133696297,,Chunjing Xu,5,
oa:W3133696297,,Yunhe Wang,6,
oa:W4212875960,,Ali Hatamizadeh,1,
oa:W4212875960,,Yucheng Tang,2,
oa:W4212875960,,Vishwesh Nath,3,
oa:W4212875960,,Dong Yang,4,
oa:W4212875960,,Andriy Myronenko,5,
oa:W4212875960,,Bennett A. Landman,6,
oa:W4212875960,,Holger R. Roth,7,
oa:W4212875960,,Daguang Xu,8,
oa:W4321232185,,Hu Cao,1,
oa:W4321232185,,Yueyue Wang,2,
oa:W4321232185,,Joy Chen,3,
oa:W4321232185,,Dongsheng Jiang,4,
oa:W4321232185,,Xiaopeng Zhang,5,
oa:W4321232185,,Qi Tian,6,
oa:W4321232185,,Manning Wang,7,
oa:W2981852735,,Colin Raffel,1,
oa:W2981852735,,Noam Shazeer,2,
oa:W2981852735,,Adam P. Roberts,3,
oa:W2981852735,,Katherine Lee,4,
oa:W2981852735,,Sharan Narang,5,
oa:W2981852735,,Michael Matena,6,
oa:W2981852735,,Yanqi Zhou,7,
oa:W2981852735,,Wei Li,8,
oa:W2981852735,,Peter J. Liu,9,
oa:W3171125843,,Hanting Chen,1,
oa:W3171125843,,Yunhe Wang,2,
oa:W3171125843,,Tianyu Guo,3,
oa:W3171125843,,Chang Xu,4,
oa:W3171125843,,Yiping Deng,5,
oa:W3171125843,,Zhenhua Liu,6,
oa:W3171125843,,Siwei Ma,7,
oa:W3171125843,,Chunjing Xu,8,
oa:W3171125843,,Chao Xu,9,
oa:W3171125843,,Wen Gao,10,
oa:W4382203079,,Ailing Zeng,1,
oa:W4382203079,,Muxi Chen,2,
oa:W4382203079,,Lei Zhang,3,
oa:W4382203079,,Qiang Xu,4,
oa:W3111535274,,Meng-Hao Guo,1,
oa:W3111535274,,Jun-Xiong Cai,2,
oa:W3111535274,,Zheng-Ning Liu,3,
oa:W3111535274,,Tai-Jiang Mu,4,
oa:W3111535274,,Ralph R. Martin,5,
oa:W3111535274,,Shi-Min Hu,6,
oa:W1536164530,,Colonel Wm. T. McLyman,1,
oa:W3175515048,,Wenhai Wang,1,
oa:W3175515048,,Enze Xie,2,
oa:W3175515048,,Xiang Li,3,
oa:W3175515048,,Deng-Ping Fan,4,
oa:W3175515048,,Kaitao Song,5,
oa:W3175515048,,Ding Liang,6,
oa:W3175515048,,Tong Lü,7,
oa:W3175515048,,Ping Luo,8,
oa:W3175515048,,Ling Shao,9,
oa:W4312349930,,Ze Liu,1,
oa:W4312349930,,Han Hu,2,
oa:W4312349930,,Yutong Lin,3,
oa:W4312349930,,Zhuliang Yao,4,
oa:W4312349930,,Zhenda Xie,5,
oa:W4312349930,,Yixuan Wei,6,
oa:W4312349930,,Ning Jia,7,
oa:W4312349930,,Yue Cao,8,
oa:W4312349930,,Zheng Zhang,9,
oa:W4312349930,,Li Dong,10,
oa:W4312349930,,Furu Wei,11,
oa:W4312349930,,Baining Guo,12,
oa:W3121523901,,Deleted Author ID,1,
oa:W3121523901,,Yunpeng Chen,2,
oa:W3121523901,,Tao Wang,3,
oa:W3121523901,,Weihao Yu,4,
oa:W3121523901,,Yujun Shi,5,
oa:W3121523901,,Zihang Jiang,6,
oa:W3121523901,,Francis E. H. Tay,7,
oa:W3121523901,,Jiashi Feng,8,
oa:W3121523901,,Shuicheng Yan,9,
oa:W4312812783,,Zhendong Wang,1,
oa:W4312812783,,Xiaodong Cun,2,
oa:W4312812783,,Jianmin Bao,3,
oa:W4312812783,,Wengang Zhou,4,
oa:W4312812783,,Jianzhuang Liu,5,
oa:W4312812783,,Houqiang Li,6,
oa:W4313007769,,Xiaoyi Dong,1,
oa:W4313007769,,Jianmin Bao,2,
oa:W4313007769,,Dongdong Chen,3,
oa:W4313007769,,Weiming Zhang,4,
oa:W4313007769,,Nenghai Yu,5,
oa:W4313007769,,Lu Yuan,6,
oa:W4313007769,,Dong Chen,7,
oa:W4313007769,,Baining Guo,8,
oa:W2149521553,,P.L. Dowell,1,
oa:W3092462694,,Xizhou Zhu,1,
oa:W3092462694,,Weijie Su,2,
oa:W3092462694,,Lewei Lu,3,
oa:W3092462694,,Bin Li,4,
oa:W3092462694,,Xiaogang Wang,5,
oa:W3092462694,,Jifeng Dai,6,
oa:W3012871709,,Ziniu Hu,1,
oa:W3012871709,,Yuxiao Dong,2,
oa:W3012871709,,Kuansan Wang,3,
oa:W3012871709,,Yizhou Sun,4,
oa:W3151130473,,Chun-Fu Richard Chen,1,
oa:W3151130473,,Quanfu Fan,2,
oa:W3151130473,,Rameswar Panda,3,
oa:W2112796928,,Yann LeCun,1,
oa:W2112796928,,Léon Bottou,2,
oa:W2112796928,,Yoshua Bengio,3,
oa:W2112796928,,Patrick Haffner,4,
oa:W2964979676,,Jian Ding,1,
oa:W2964979676,,Nan Xue,2,
oa:W2964979676,,Yang Long,3,
oa:W2964979676,,Gui-Song Xia,4,
oa:W2964979676,,Qikai Lu,5,
oa:W2970231061,,Hao Tan,1,
oa:W2970231061,,Mohit Bansal,2,
oa:W3166285241,,Jiaming Sun,1,
oa:W3166285241,,Zehong Shen,2,
oa:W3166285241,,Yuang Wang,3,
oa:W3166285241,,Hujun Bao,4,
oa:W3166285241,,Xiaowei Zhou,5,
oa:W3085139254,,Yi Tay,1,
oa:W3085139254,,Mostafa Dehghani,2,
oa:W3085139254,,Dara Bahri,3,
oa:W3085139254,,Donald Metzler,4,
oa:W4362603432,,Fahad Shamshad,1,
oa:W4362603432,,Salman Khan,2,
oa:W4362603432,,Syed Waqas Zamir,3,
oa:W4362603432,,Muhammad Haris Khan,4,
oa:W4362603432,,Munawar Hayat,5,
oa:W4362603432,,Fahad Shahbaz Khan,6,
oa:W4362603432,,Huazhu Fu,7,
oa:W4390872297,,William Peebles,1,
oa:W4390872297,,Saining Xie,2,
oa:W3145450063,,Xinlei Chen,1,
oa:W3145450063,,Saining Xie,2,
oa:W3145450063,,Kaiming He,3,
oa:W2140417752,,May D. Wang,1,
oa:W2140417752,,A.J. Vandermaar,2,
oa:W2140417752,,K.D. Srivastava,3,
oa:W4385763767,,Qingsong Wen,1,
oa:W4385763767,,Tian Zhou,2,
oa:W4385763767,,Chaoli Zhang,3,
oa:W4385763767,,Weiqi Chen,4,
oa:W4385763767,,Ziqing Ma,5,
oa:W4385763767,,Junchi Yan,6,
oa:W4385763767,,Liang Sun,7,
oa:W3172942063,,Xiaohua Zhai,1,
oa:W3172942063,,Alexander Kolesnikov,2,
oa:W3172942063,,Neil Houlsby,3,
oa:W3172942063,,Lucas Beyer,4,
oa:W3098824823,,Thomas Wolf,1,
oa:W3098824823,,Lysandre Debut,2,
oa:W3098824823,,Victor Sanh,3,
oa:W3098824823,,Julien Chaumond,4,
oa:W3098824823,,Clément Delangue,5,
oa:W3098824823,,Anthony Moi,6,
oa:W3098824823,,Perric Cistac,7,
oa:W3098824823,,Clara Ma,8,
oa:W3098824823,,Yacine Jernite,9,
oa:W3098824823,,Julien Plu,10,
oa:W3098824823,,Canwen Xu,11,
oa:W3098824823,,Teven Le Scao,12,
oa:W3098824823,,Sylvain Gugger,13,
oa:W3098824823,,Mariama Drame,14,
oa:W3098824823,,Quentin Lhoest,15,
oa:W3098824823,,Alexander M. Rush,16,
oa:W3212890323,,Haixu Wu,1,
oa:W3212890323,,Jiehui Xu,2,
oa:W3212890323,,Jianmin Wang,3,
oa:W3212890323,,Mingsheng Long,4,
oa:W2963563276,,Rohit Girdhar,1,
oa:W2963563276,,João Carreira,2,
oa:W2963563276,,Carl Doersch,3,
oa:W2963563276,,Andrew Zisserman,4,
oa:W3170863103,,Hangbo Bao,1,
oa:W3170863103,,Dong Li,2,
oa:W3170863103,,Furu Wei,3,
oa:W4393183306,,Rosena Shintabella,1,
oa:W4393183306,,Catur Edi Widodo,2,
oa:W4393183306,,Adi Wibowo,3,
oa:W4388979610,,Jianlin Su,1,
oa:W4388979610,,Murtadha Ahmed,2,
oa:W4388979610,,Yu Lu,3,
oa:W4388979610,,Shengfeng Pan,4,
oa:W4388979610,,Bo Wen,5,
oa:W4388979610,,Yunfeng Liu,6,
oa:W4221163766,,Ali Hatamizadeh,1,
oa:W4221163766,,Vishwesh Nath,2,
oa:W4221163766,,Yucheng Tang,3,
oa:W4221163766,,Dong Yang,4,
oa:W4221163766,,Holger R. Roth,5,
oa:W4221163766,,Daguang Xu,6,
oa:W3030520226,,Nicolas Carion,1,
oa:W3030520226,,Francisco Massa,2,
oa:W3030520226,,Gabriel Synnaeve,3,
oa:W3030520226,,Nicolas Usunier,4,
oa:W3030520226,,Alexander Kirillov,5,
oa:W3030520226,,Sergey Zagoruyko,6,
oa:W3119686997,,Tim Meinhardt,1,
oa:W3119686997,,Alexander Kirillov,2,
oa:W3119686997,,Laura Leal-Taixé,3,
oa:W3119686997,,Christoph Feichtenhofer,4,
oa:W4312960790,,Zhuofan Xia,1,
oa:W4312960790,,Xuran Pan,2,
oa:W4312960790,,Shiji Song,3,
oa:W4312960790,,Li Erran Li,4,
oa:W4312960790,,Gao Huang,5,
oa:W3214821343,,Danfeng Hong,1,
oa:W3214821343,,Zhu Han,2,
oa:W3214821343,,Jing Yao,3,
oa:W3214821343,,Lianru Gao,4,
oa:W3214821343,,Bing Zhang,5,
oa:W3214821343,,Antonio Plaza,6,
oa:W3214821343,,Jocelyn Chanussot,7,
oa:W3210586215,,Xingkui Zhu,1,
oa:W3210586215,,Shuchang Lyu,2,
oa:W3210586215,,Xu Wang,3,
oa:W3210586215,,Qi Zhao,4,
oa:W2060472803,,Xu She,1,
oa:W2060472803,,Alex Q. Huang,2,
oa:W2060472803,,Rolando Burgos,3,
oa:W2892009249,,Linhao Dong,1,
oa:W2892009249,,Shuang Xu,2,
oa:W2892009249,,Bo Xu,3,
oa:W3196974791,,Yuan Gong,1,
oa:W3196974791,,Yu-An Chung,2,
oa:W3196974791,,James Glass,3,
oa:W4376226279,,Peng Xu,1,
oa:W4376226279,,Xiatian Zhu,2,
oa:W4376226279,,David A. Clifton,3,
oa:W2891483507,,J.R. Long,1,
oa:W3180045188,,Chen Hao,1,
oa:W3180045188,,Zipeng Qi,2,
oa:W3180045188,,Zhenwei Shi,3,
oa:W3180045188,,Chen Hao,4,
oa:W3180045188,,Zipeng Qi,5,
oa:W3180045188,,Zhenwei Shi,6,
oa:W4229005866,,Susan Zhang,1,
oa:W4229005866,,Stephen Roller,2,
oa:W4229005866,,Naman Goyal,3,
oa:W4229005866,,Mikel Artetxe,4,
oa:W4229005866,,Moya Chen,5,
oa:W4229005866,,Shuohui Chen,6,
oa:W4229005866,,Christopher Dewan,7,
oa:W4229005866,,Mona Diab,8,
oa:W4229005866,,Xian Li,9,
oa:W4229005866,,Xi Victoria Lin,10,
oa:W4229005866,,Todor Mihaylov,11,
oa:W4229005866,,Myle Ott,12,
oa:W4229005866,,Sam Shleifer,13,
oa:W4229005866,,Kurt Shuster,14,
oa:W4229005866,,Daniel Simig,15,
oa:W4229005866,,Punit Singh Koura,16,
oa:W4229005866,,Anjali Sridhar,17,
oa:W4229005866,,Tianlu Wang,18,
oa:W4229005866,,Luke Zettlemoyer,19,
oa:W2954731415,,Shiyang Li,1,
oa:W2954731415,,Xiaoyong Jin,2,
oa:W2954731415,,Yao Xuan,3,
oa:W2954731415,,Xiyou Zhou,4,
oa:W2954731415,,Wenhu Chen,5,
oa:W2954731415,,Yu-Xiang Wang,6,
oa:W2954731415,,Xifeng Yan,7,
oa:W3035022492,,Fuzhi Yang,1,
oa:W3035022492,,Huan Yang,2,
oa:W3035022492,,Jianlong Fu,3,
oa:W3035022492,,Hongtao Lu,4,
oa:W3035022492,,Baining Guo,5,
oa:W3169483174,,Linting Xue,1,
oa:W3169483174,,Noah Constant,2,
oa:W3169483174,,Adam P. Roberts,3,
oa:W3169483174,,Mihir Kale,4,
oa:W3169483174,,Rami Al‐Rfou,5,
oa:W3169483174,,Aditya Siddhant,6,
oa:W3169483174,,Aditya Barua,7,
oa:W3169483174,,Colin Raffel,8,
oa:W3204166336,,Yundong Zhang,1,
oa:W3204166336,,Huiye Liu,2,
oa:W3204166336,,Qiang Hu,3,
oa:W3170544306,,Enze Xie,1,
oa:W3170544306,,Wenhai Wang,2,
oa:W3170544306,,Zhiding Yu,3,
oa:W3170544306,,Anima Anandkumar,4,
oa:W3170544306,,José M. Alvarez,5,
oa:W3170544306,,Ping Luo,6,
oa:W2903739847,,Naihan Li,1,
oa:W2903739847,,Shujie Liu,2,
oa:W2903739847,,Yanqing Liu,3,
oa:W2903739847,,Sheng Zhao,4,
oa:W2903739847,,Ming Liu,5,
oa:W4327808545,,Yuda Song,1,
oa:W4327808545,,Zhuqing He,2,
oa:W4327808545,,Hui Qian,3,
oa:W4327808545,,Xin Du,4,
oa:W3160284783,,Hu Cao,1,
oa:W3160284783,,Yueyue Wang,2,
oa:W3160284783,,Joy Chen,3,
oa:W3160284783,,Dongsheng Jiang,4,
oa:W3160284783,,Xiaopeng Zhang,5,
oa:W3160284783,,Qi Tian,6,
oa:W3160284783,,Manning Wang,7,
oa:W4312950730,,Jianyuan Guo,1,
oa:W4312950730,,Kai Han,2,
oa:W4312950730,,Han Wu,3,
oa:W4312950730,,Yehui Tang,4,
oa:W4312950730,,Xinghao Chen,5,
oa:W4312950730,,Yunhe Wang,6,
oa:W4312950730,,Chang Xu,7,
oa:W3203841574,,Wenxuan Wang,1,
oa:W3203841574,,Chen Chen,2,
oa:W3203841574,,Meng Ding,3,
oa:W3203841574,,Hong Yu,4,
oa:W3203841574,,Sen Zha,5,
oa:W3203841574,,Jiangyun Li,6,
oa:W4386083034,,Xiangyu Chen,1,
oa:W4386083034,,Xintao Wang,2,
oa:W4386083034,,Jiantao Zhou,3,
oa:W4386083034,,Yu Qiao,4,
oa:W4386083034,,Chao Dong,5,
oa:W2972818416,,Shigeki Karita,1,
oa:W2972818416,,Nanxin Chen,2,
oa:W2972818416,,Tomoki Hayashi,3,
oa:W2972818416,,Takaaki Hori,4,
oa:W2972818416,,Hirofumi Inaguma,5,
oa:W2972818416,,Ziyan Jiang,6,
oa:W2972818416,,Masao Someki,7,
oa:W2972818416,,Nelson Enrique Yalta Soplin,8,
oa:W2972818416,,Ryuichi Yamamoto,9,
oa:W2972818416,,Xiaofei Wang,10,
oa:W2972818416,,Shinji Watanabe,11,
oa:W2972818416,,Takenori Yoshimura,12,
oa:W2972818416,,Wangyou Zhang,13,
oa:W2041855240,,T.V. Oommen,1,
oa:W4386075524,,Lei Zhu,1,
oa:W4386075524,,Xinjiang Wang,2,
oa:W4386075524,,Zhanghan Ke,3,
oa:W4386075524,,Wei Zhang,4,
oa:W4386075524,,Rynson W. H. Lau,5,
oa:W3183430956,,Yehao Li,1,
oa:W3183430956,,Ting Yao,2,
oa:W3183430956,,Yingwei Pan,3,
oa:W3183430956,,Tao Mei,4,
oa:W102571820,,Vencislav Cekov Valchev,1,
oa:W102571820,,Alex Van den Bossche,2,
oa:W2970066309,,Seongjun Yun,1,
oa:W2970066309,,Minbyul Jeong,2,
oa:W2970066309,,Raehyun Kim,3,
oa:W2970066309,,Jaewoo Kang,4,
oa:W2970066309,,Hyunwoo J. Kim,5,
oa:W3167536469,,Ning Wang,1,
oa:W3167536469,,Wengang Zhou,2,
oa:W3167536469,,Jie Wang,3,
oa:W3167536469,,Houqiang Li,4,
oa:W2973049837,,Nitish Shirish Keskar,1,
oa:W2973049837,,Bryan McCann,2,
oa:W2973049837,,Lav R. Varshney,3,
oa:W2973049837,,Caiming Xiong,4,
oa:W2973049837,,Richard Socher,5,
oa:W2963542740,,Qiang Wang,1,
oa:W2963542740,,Bei Li,2,
oa:W2963542740,,Tong Xiao,3,
oa:W2963542740,,Jingbo Zhu,4,
oa:W2963542740,,Changliang Li,5,
oa:W2963542740,,Derek F. Wong,6,
oa:W2963542740,,Lidia S. Chao,7,
oa:W2950339735,,Antoine Bosselut,1,
oa:W2950339735,,Hannah Rashkin,2,
oa:W2950339735,,Maarten Sap,3,
oa:W2950339735,,Chaitanya Malaviya,4,
oa:W2950339735,,Aslı Çelikyılmaz,5,
oa:W2950339735,,Yejin Choi,6,
oa:W2866343820,,Mostafa Dehghani,1,
oa:W2866343820,,Stephan Gouws,2,
oa:W2866343820,,Oriol Vinyals,3,
oa:W2866343820,,Jakob Uszkoreit,4,
oa:W2866343820,,Łukasz Kaiser,5,
oa:W3136416617,,Kun Yuan,1,
oa:W3136416617,,Shaopeng Guo,2,
oa:W3136416617,,Ziwei Liu,3,
oa:W3136416617,,Aojun Zhou,4,
oa:W3136416617,,Fengwei Yu,5,
oa:W3136416617,,Wei Wu,6,
oa:W2164685145,,L.E. Lundgaard,1,
oa:W2164685145,,W. C. Hansen,2,
oa:W2164685145,,D. Linhjell,3,
oa:W2164685145,,Terence Painter,4,
oa:W3190492058,,Yinpeng Chen,1,
oa:W3190492058,,Xiyang Dai,2,
oa:W3190492058,,Dongdong Chen,3,
oa:W3190492058,,Mengchen Liu,4,
oa:W3190492058,,Xiaoyi Dong,5,
oa:W3190492058,,Lu Yuan,6,
oa:W3190492058,,Zicheng Liu,7,
oa:W4287020683,,Zhisheng Lu,1,
oa:W4287020683,,Juncheng Li,2,
oa:W4287020683,,Hong Liu,3,
oa:W4287020683,,Chaoyan Huang,4,
oa:W4287020683,,Linlin Zhang,5,
oa:W4287020683,,Tieyong Zeng,6,
oa:W3168491317,,Ailiang Lin,1,
oa:W3168491317,,Bingzhi Chen,2,
oa:W3168491317,,Jiayu Xu,3,
oa:W3168491317,,Zheng Zhang,4,
oa:W3168491317,,Guangming Lu,5,
oa:W3168491317,,David Zhang,6,
oa:W2095980522,,Tapan Kumar Saha,1,
oa:W4312847199,,Zhengzhong Tu,1,
oa:W4312847199,,Hossein Talebi,2,
oa:W4312847199,,Han Zhang,3,
oa:W4312847199,,Feng Yang,4,
oa:W4312847199,,Peyman Milanfar,5,
oa:W4312847199,,Alan C. Bovik,6,
oa:W4312847199,,Yinxiao Li,7,
oa:W3171516518,,Yuqing Wang,1,
oa:W3171516518,,Zhaoliang Xu,2,
oa:W3171516518,,Xinlong Wang,3,
oa:W3171516518,,Chunhua Shen,4,
oa:W3171516518,,Baoshan Cheng,5,
oa:W3171516518,,Hao Shen,6,
oa:W3171516518,,Huaxia Xia,7,
oa:W2947423323,,Philippe Schwaller,1,
oa:W2947423323,,Teodoro Laino,2,
oa:W2947423323,,Théophile Gaudin,3,
oa:W2947423323,,Peter Bolgar,4,
oa:W2947423323,,Christopher A. Hunter,5,
oa:W2947423323,,Costas Bekas,6,
oa:W2947423323,,Alpha A. Lee,7,
oa:W3175199633,,Kevin Lin,1,
oa:W3175199633,,Lijuan Wang,2,
oa:W3175199633,,Zicheng Liu,3,
oa:W4226497331,,Junyu Chen,1,
oa:W4226497331,,Eric C. Frey,2,
oa:W4226497331,,Yufan He,3,
oa:W4226497331,,W. Paul Segars,4,
oa:W4226497331,,Ye Li,5,
oa:W4226497331,,Yong Du,6,
oa:W3197957534,,Haonan Wang,1,
oa:W3197957534,,Peng Cao,2,
oa:W3197957534,,Jiaqi Wang,3,
oa:W3197957534,,Osmar R. Zaı̈ane,4,
oa:W4283450732,,Libo Wang,1,
oa:W4283450732,,Rui Li,2,
oa:W4283450732,,Ce Zhang,3,
oa:W4283450732,,Shenghui Fang,4,
oa:W4283450732,,Chenxi Duan,5,
oa:W4283450732,,Xiaoliang Meng,6,
oa:W4283450732,,Peter M. Atkinson,7,
oa:W3157528469,,Xiangxiang Chu,1,
oa:W3157528469,,Zhi Tian,2,
oa:W3157528469,,Yuqing Wang,3,
oa:W3157528469,,Bo Zhang,4,
oa:W3157528469,,Haibing Ren,5,
oa:W3157528469,,Xiaolin Wei,6,
oa:W3157528469,,Huaxia Xia,7,
oa:W3157528469,,Chunhua Shen,8,
oa:W4226512186,,Yang Liu,1,
oa:W4226512186,,Yao Zhang,2,
oa:W4226512186,,Yixin Wang,3,
oa:W4226512186,,Feng Hou,4,
oa:W4226512186,,Jin Yuan,5,
oa:W4226512186,,Jiang Tian,6,
oa:W4226512186,,Y.S. Zhang,7,
oa:W4226512186,,Zhongchao Shi,8,
oa:W4226512186,,Jianping Fan,9,
oa:W4226512186,,Zhiqiang He,10,
oa:W2128128047,,Ali M. Niknejad,1,
oa:W2128128047,,Ralf Meyer,2,
oa:W3016010032,,Qian Zhang,1,
oa:W3016010032,,Lu Han,2,
oa:W3016010032,,Haşim Sak,3,
oa:W3016010032,,Anshuman Tripathi,4,
oa:W3016010032,,Erik McDermott,5,
oa:W3016010032,,Stephen Koo,6,
oa:W3016010032,,Shankar Kumar,7,
oa:W3136525061,,Ce Zheng,1,
oa:W3136525061,,Sijie Zhu,2,
oa:W3136525061,,Matías Mendieta,3,
oa:W3136525061,,Taojiannan Yang,4,
oa:W3136525061,,Chen Chen,5,
oa:W3136525061,,Zhengming Ding,6,
